trial_id,onset_sample,cue,boundary_ok,rejected,artifact_score,PTP,saturated_samples,max_jump,role,fold
1,5133,1,True,False,0.4396997284286106,361.0520391136863,0.0,10.030328548008015,折外评价,3.0
2,7418,-1,True,False,0.0,293.51996897550146,0.0,10.705351797396759,折外评价,3.0
3,9778,-1,True,False,0.0,146.60265863427972,0.0,7.439447415833229,折外评价,5.0
4,12014,-1,True,False,0.0,97.08041560668369,0.0,7.673543288137459,折外评价,1.0
5,14255,1,True,False,0.0,183.84769280484176,0.0,8.981999930050165,折外评价,2.0
6,16479,-1,True,False,0.08754678703050185,292.34922472145166,0.0,10.897737093203602,折外评价,5.0
7,18675,1,True,False,0.0,145.24805763396,0.0,10.312092889435547,折外评价,1.0
8,20864,1,True,False,0.007172082074689809,311.65131292841374,0.0,10.058406263796485,折外评价,4.0
9,23056,-1,True,False,0.0,219.57791687330894,0.0,10.69719670947228,折外评价,4.0
10,25337,-1,True,False,0.43531978323589815,361.9574870606334,0.0,10.710013278155941,折外评价,4.0
11,27533,1,True,False,0.0,157.94229599330794,0.0,10.655858467452518,折外评价,1.0
12,29761,1,True,False,0.5197149694932477,360.3685169859617,0.0,10.978355716053159,折外评价,5.0
13,31970,1,True,False,0.0,216.800107087701,0.0,10.110735396415848,折外评价,3.0
14,34166,-1,True,False,1.5557859083103915,573.5312951872427,0.0,10.206835378760786,折外评价,4.0
15,36415,-1,True,False,1.0992542734083137,217.20749813686294,0.0,12.676302812036838,折外评价,5.0
16,38699,-1,True,False,0.0,195.9291130659184,0.0,8.987325844769671,折外评价,1.0
17,40943,1,True,False,2.2938244590863692,386.9697245976194,0.0,14.155468686440088,折外评价,4.0
18,43164,1,True,False,0.6578279183206912,415.72067947282665,0.0,7.534733787813593,折外评价,4.0
19,45420,-1,True,False,2.1328211058723903,629.6522173745254,0.0,11.281907623985262,折外评价,2.0
20,47593,-1,True,False,0.0,268.72317439049345,0.0,9.724984450799411,折外评价,5.0
21,49821,1,True,False,0.0,204.72210691141822,0.0,10.417837221425827,折外评价,1.0
22,52005,-1,True,False,1.725529567987028,608.9405714518132,0.0,8.870280650804716,折外评价,3.0
23,54226,1,True,False,0.7524067057785768,412.6734667711461,0.0,10.55058142478947,折外评价,4.0
24,56418,1,True,False,0.0,90.30434722094098,0.0,4.7932608579148805,折外评价,2.0
25,58631,-1,True,False,0.09630078589904567,325.90301938350535,0.0,10.360444392490194,折外评价,2.0
26,60795,-1,True,False,1.10926579549824,211.12597066056415,0.0,12.695170360385788,折外评价,1.0
27,62972,1,True,False,1.4568117146512973,556.0015140866522,0.0,8.903844514219088,折外评价,2.0
28,65181,1,True,False,0.0,295.406742539564,0.0,9.961294053957033,折外评价,2.0
29,67405,1,True,False,1.9218277137323474,658.346373524008,0.0,8.779950326228857,折外评价,2.0
30,69685,-1,True,True,31.8414466434362,2286.735483171088,103.0,476.534674355069,质量剔除,
31,71941,-1,True,False,2.000082775598469,192.50269447395146,0.0,14.482533240539723,折外评价,4.0
32,74110,-1,True,False,0.20065049205503235,178.86274257094806,0.0,11.084493229416012,折外评价,3.0
33,76262,1,True,True,31.496180527743288,2275.3222323074233,125.0,477.51344159904016,质量剔除,
34,78455,-1,True,False,0.0,231.8328868688082,0.0,8.2508249399107,折外评价,2.0
35,80691,-1,True,False,0.0,236.97626850775188,0.0,9.410306685982562,折外评价,3.0
36,82915,1,True,False,0.24696106405049678,99.44236791028189,0.0,11.16180424180515,折外评价,4.0
37,85072,1,True,False,0.69421854715227,329.71590244963704,0.0,11.854227556275362,折外评价,2.0
38,87272,-1,True,False,1.734407246592232,240.6084335779713,0.0,13.926346291019996,折外评价,3.0
39,89489,1,True,False,5.20333190489259,867.7004723486299,0.0,15.831118374899688,折外评价,5.0
40,91757,-1,True,False,0.7880283650723853,446.4971865661623,0.0,9.324078493338789,折外评价,3.0
41,93938,-1,True,False,3.8752024258486175,1028.1524575721419,0.0,11.803057302956631,折外评价,4.0
42,96182,-1,True,False,0.0,138.76701688321927,0.0,9.890932572647813,折外评价,2.0
43,98375,-1,True,False,3.773750918824957,868.552706619344,0.0,12.670914234511997,折外评价,2.0
44,100571,-1,True,False,0.0,233.1286755010811,0.0,10.604253462833409,折外评价,5.0
45,102843,-1,True,True,31.10194405435316,2206.9692077459613,69.0,410.01093729966396,质量剔除,
46,105004,-1,True,False,0.52623556727779,377.3525785292843,0.0,9.787168048780302,折外评价,4.0
47,107201,-1,True,False,0.0,171.15855963954377,0.0,6.283743254629435,折外评价,1.0
48,109365,-1,True,False,0.0,203.11576619742925,0.0,9.700057686149535,折外评价,4.0
49,111601,1,True,False,2.8404085870748332,523.7187068718295,0.0,13.402772469209026,折外评价,5.0
50,113838,1,True,False,1.8409121806830664,629.792787302249,0.0,8.903805869374025,折外评价,1.0
51,116071,-1,True,False,4.655480936318174,821.4591125139739,0.0,14.813524826551372,折外评价,2.0
52,118295,1,True,False,1.0157239824424984,444.73417193331557,0.0,10.978377186223128,折外评价,3.0
53,120443,1,True,False,1.4676346860023672,198.7565625103915,0.0,13.387965834467082,折外评价,1.0
54,122664,-1,True,False,2.02217375006858,652.5262115425247,0.0,10.904972569783467,折外评价,5.0
55,124876,-1,True,False,2.2262260899022452,656.2648746393471,0.0,11.545895027593133,折外评价,5.0
56,127057,1,True,False,2.020895892883047,544.1128541662322,0.0,11.543352683029639,折外评价,2.0
57,129277,1,True,False,0.8482479086329342,233.30701094682627,0.0,12.21166270008446,折外评价,5.0
58,131502,1,True,False,0.14835675989576597,334.94206760675814,0.0,9.370303071744445,折外评价,1.0
59,133738,1,True,False,0.0,268.0731670008014,0.0,10.143589614127393,折外评价,4.0
60,135966,1,True,False,1.6174030195146694,501.6269130321631,0.0,11.290037407228851,折外评价,3.0
61,138203,-1,True,False,0.0,276.37798164341734,0.0,9.79059235733746,折外评价,3.0
62,140443,1,True,False,3.0205646081355804,720.5461018570389,0.0,12.121270607079339,折外评价,1.0
63,142628,-1,True,True,30.39406973364861,2146.1823055444715,15.0,379.56571868925926,质量剔除,
64,144828,-1,True,False,1.0353566788338444,469.5598877978796,0.0,10.923199879104459,折外评价,3.0
65,147025,1,True,False,0.6515275612591195,265.0511563249993,0.0,11.858573086377561,折外评价,4.0
