trial_id,onset_sample,cue,boundary_ok,rejected,artifact_score,PTP,saturated_samples,max_jump,role,fold
1,5162,-1,True,False,2.2215445282367625,137.29390705336598,0.0,17.22791493438052,折外评价,3.0
2,7538,1,True,False,1.222607911709779,239.32063186121914,0.0,6.533851247985467,折外评价,1.0
3,9690,-1,True,True,7.264234830709107,1055.6204330633423,21.0,15.681871291435073,质量剔除,
4,11851,-1,True,False,1.891771579212123,305.7535161662616,0.0,8.022197761658333,折外评价,5.0
5,14055,1,True,False,1.376798775720593,247.60156145403488,0.0,7.157371702260804,折外评价,1.0
6,16216,-1,True,False,4.091108818216247,694.619952981429,0.0,8.216583935662811,折外评价,3.0
7,18368,-1,True,False,0.0,63.00258185274447,0.0,6.220806882969079,折外评价,5.0
8,20589,-1,True,False,0.0028418155590950673,149.60690673912868,0.0,6.056787388089656,折外评价,3.0
9,22705,1,True,False,0.0,46.87461257655117,0.0,6.32878035278177,折外评价,4.0
10,24854,1,True,False,0.0,94.35153906337742,0.0,5.928984485814027,折外评价,3.0
11,27102,1,True,False,2.848871250738149,434.3669447074332,0.0,7.087438172946236,折外评价,2.0
12,29254,1,True,False,0.0,76.49685739133821,0.0,7.771283341126676,折外评价,5.0
13,31379,-1,True,False,0.0,61.08897877669323,0.0,6.091472714429173,折外评价,4.0
14,33520,-1,True,True,2.318194236590964,345.7009734707308,269.0,7.1933908199306416,质量剔除,
15,35676,1,True,False,0.0,133.87011369429297,0.0,5.4875111254065985,折外评价,2.0
16,37789,-1,True,False,0.5281527663596949,163.0385238434615,0.0,9.469214467907818,折外评价,2.0
17,39897,1,True,False,0.0,115.33730882084981,0.0,6.434036507697769,折外评价,3.0
18,42110,-1,True,False,0.0,60.69346627300524,0.0,7.440887860146701,折外评价,2.0
19,44282,-1,True,False,1.1302915911959304,128.22479658899334,0.0,12.279614962031907,折外评价,1.0
20,46443,1,True,True,4.998338272106169,761.0400540389035,102.0,10.61651163284165,质量剔除,
21,48579,-1,True,False,0.0,96.51481091875382,0.0,6.543104830303008,折外评价,3.0
22,50676,-1,True,False,3.6167555061192527,579.6265366665212,0.0,7.280296784138102,折外评价,1.0
23,52856,1,True,False,4.584158069400182,701.8075530398901,0.0,9.850196505704673,折外评价,1.0
24,55001,-1,True,False,0.0,113.71045095139752,0.0,6.7493169326383935,折外评价,1.0
25,57133,-1,True,False,3.4871351098090555,475.20808443041244,0.0,10.134922949555119,折外评价,1.0
26,59314,1,True,False,0.5258221370716584,117.22551268622121,0.0,10.142755967115804,折外评价,4.0
27,61410,1,True,True,7.464173801932405,1093.2555947804276,15.0,16.235195770521727,质量剔除,
28,63575,-1,True,False,3.0026816170620645,242.53825878583328,0.0,16.690346914295915,折外评价,5.0
29,65663,-1,True,False,0.3117322297355297,170.91783247231814,0.0,5.348666909812387,折外评价,4.0
30,67860,-1,True,False,0.0,60.9298133273142,0.0,6.005764046751491,折外评价,2.0
31,69976,-1,True,False,0.0796514538195291,160.68178743795906,0.0,7.423302555677424,折外评价,2.0
32,72081,1,True,False,0.20497384186073167,93.29791726430301,0.0,9.15196152031621,折外评价,5.0
33,74269,1,True,False,0.0,53.2655070345122,0.0,7.9274255101894715,折外评价,3.0
34,76422,-1,True,False,0.0872675984365989,85.31564230060036,0.0,8.810998074498265,折外评价,5.0
35,78674,1,True,False,0.0,75.70191627024175,0.0,6.144319581244767,折外评价,5.0
36,80791,-1,True,True,6.238130339277754,943.6309993459811,307.0,14.06800396472454,质量剔除,
37,82931,-1,True,False,4.077331080113353,112.05400735321855,0.0,30.23613701339022,折外评价,2.0
38,85076,-1,True,False,0.0,94.00215490071307,0.0,6.271781653406015,折外评价,1.0
39,87204,-1,True,True,6.555744062934739,967.0245236753253,288.0,14.196523049828215,质量剔除,
40,89353,-1,True,True,3.9614199465076627,482.51223508937744,208.0,10.73039750861733,质量剔除,
41,91453,-1,True,False,4.7454428749291475,882.3816402251001,0.0,8.548818730305811,折外评价,2.0
42,93554,1,True,False,0.4267440048001449,177.96176539562666,0.0,7.462813096169498,折外评价,4.0
43,95698,-1,True,False,0.0510142945526729,151.26457450217828,0.0,8.583051388688773,折外评价,4.0
44,97879,1,True,False,0.08948270402032844,150.4624249807354,0.0,8.80327096116244,折外评价,2.0
45,99995,-1,True,False,1.813846644081421,293.80326941470463,0.0,5.224709233125406,折外评价,4.0
46,102096,-1,True,True,2.203264740270188,324.54512335946436,410.0,7.81611271015845,质量剔除,
47,104233,-1,True,False,0.0,59.989044646777174,0.0,5.791665109148582,折外评价,5.0
48,106421,1,True,False,0.8405081902475487,131.5659154736564,0.0,11.208393817741182,折外评价,2.0
49,108593,-1,True,False,0.0,112.25558684451829,0.0,5.684805158195182,折外评价,1.0
50,110726,-1,True,False,0.0,118.76760136130368,0.0,7.864266018976792,折外评价,4.0
51,112835,1,True,False,2.1925752906939655,381.44606562549257,0.0,8.790085236043353,折外评价,4.0
52,114983,1,True,False,6.185233300338748,1282.0907129799282,0.0,9.997311366382917,折外评价,3.0
53,117148,1,True,False,7.445003018198362,1158.7086482920574,6.0,16.084245026415488,折外评价,5.0
54,119264,-1,True,False,5.790648955599092,1014.9191898239885,0.0,10.897382517862184,折外评价,4.0
55,121417,1,True,False,0.0,109.09180312470403,0.0,8.085976387798127,折外评价,5.0
56,123541,-1,True,False,0.7578824741295271,190.5160633339778,0.0,8.155068777070085,折外评价,1.0
57,125702,-1,True,False,0.6673956684192719,161.17902713592528,0.0,9.732089684380043,折外评价,2.0
58,127862,1,True,False,0.035240362009549595,111.95740348401989,0.0,8.663961727076057,折外评价,2.0
59,130027,1,True,False,0.9177973394415155,179.36355941346363,0.0,9.760367567361627,折外评价,4.0
60,132175,-1,True,False,3.624335372407981,236.48208079451666,0.0,17.96728246480741,折外评价,4.0
61,134336,1,True,False,0.3336899902275395,102.92648413841913,0.0,9.538396258787628,折外评价,5.0
62,136656,-1,True,False,1.197876327857044,152.1110852592713,0.0,12.527521984860577,折外评价,1.0
63,138788,1,True,False,2.9073022415015886,368.2132961033847,0.0,9.730683765411356,折外评价,4.0
64,140941,1,True,False,3.999171358534368,391.8143841013989,0.0,13.297703981921597,折外评价,2.0
65,143037,-1,True,False,0.0,78.3939039056591,0.0,7.738705960505939,折外评价,5.0
66,145214,1,True,False,1.3351516929925344,181.33773647456297,0.0,11.821178319168311,折外评价,3.0
