train,test,trial_id,cue,features,score
A1,B1,2,-1,amplitude,-1.1323979770525208
A1,B1,3,1,amplitude,-1.375920942040458
A1,B1,4,-1,amplitude,-0.36645227725920626
A1,B1,5,1,amplitude,-6.0539576052099795
A1,B1,6,1,amplitude,-0.6751062209001156
A1,B1,7,1,amplitude,0.56810505593626
A1,B1,8,-1,amplitude,-0.10031236191237229
A1,B1,9,-1,amplitude,0.17489369155411144
A1,B1,10,-1,amplitude,-0.23305880775397875
A1,B1,11,1,amplitude,-0.05564051820158061
A1,B1,12,-1,amplitude,0.07039643394787347
A1,B1,13,1,amplitude,-0.4550174321910168
A1,B1,15,-1,amplitude,0.058800200532348454
A1,B1,16,1,amplitude,0.10432705766652961
A1,B1,17,-1,amplitude,-0.04151944821285418
A1,B1,24,1,amplitude,-0.24736367215462574
A1,B1,25,1,amplitude,7.13220747268991
A1,B1,26,1,amplitude,0.25840839693503415
A1,B1,27,1,amplitude,0.5903974387625687
A1,B1,28,1,amplitude,0.6417989418625479
A1,B1,29,1,amplitude,0.16086691452904747
A1,B1,30,-1,amplitude,-2.01106877833982
A1,B1,31,1,amplitude,0.61422196876424
A1,B1,32,-1,amplitude,-4.173581599129964
A1,B1,33,-1,amplitude,0.5440869837378269
A1,B1,34,1,amplitude,-0.9794755840453775
A1,B1,35,-1,amplitude,3.0434846907975617
A1,B1,37,-1,amplitude,2.889232226322546
A1,B1,44,1,amplitude,-1.0730890341496961
A1,B1,45,1,amplitude,-0.02516432925974243
A1,B1,46,-1,amplitude,1.7213711136439784
A1,B1,47,-1,amplitude,-2.7728558840644943
A1,B1,48,1,amplitude,0.7090325503443584
A1,B1,49,1,amplitude,1.894593504005708
A1,B1,50,-1,amplitude,6.671295725601851
A1,B1,51,1,amplitude,-5.3151756647080095
A1,B1,52,-1,amplitude,-1.1328799332968038
A1,B1,53,1,amplitude,0.006212396000572198
A1,B1,55,1,amplitude,-3.969650460455237
A1,B1,56,-1,amplitude,-3.45628470771244
A1,B1,57,1,amplitude,0.9336280580366206
A1,B1,64,-1,amplitude,-2.1316273212457193
A1,B1,65,-1,amplitude,-1.2924154667123688
A1,B1,66,-1,amplitude,3.6072295782897097
A1,B1,67,1,amplitude,2.8037885871632504
A1,B1,68,1,amplitude,0.41409233066063783
A1,B1,69,-1,amplitude,3.776808155361201
A1,B1,70,-1,amplitude,2.5020568073066287
A1,B1,71,1,amplitude,-4.494101959588756
A1,B1,72,1,amplitude,3.74145022232538
A1,B1,73,-1,amplitude,-0.6664119850800118
A1,B1,74,-1,amplitude,-0.7844829243357783
A1,B1,75,1,amplitude,-0.21355693337590084
A1,B1,76,-1,amplitude,-0.1023567005593325
A1,B1,77,-1,amplitude,-0.427486494511091
A1,B1,84,-1,amplitude,0.1459803731498998
A1,B1,85,1,amplitude,-1.294344482076516
A1,B1,86,-1,amplitude,-0.3228986531503397
A1,B1,87,-1,amplitude,-0.2319911628370028
A1,B1,89,-1,amplitude,0.4938109737650462
A1,B1,90,-1,amplitude,-4.394507806360089
A1,B1,91,1,amplitude,-0.23579688421796186
A1,B1,93,-1,amplitude,0.09849333387987373
A1,B1,94,1,amplitude,0.545880011885509
A1,B1,95,-1,amplitude,-0.04300892531494458
A1,B1,96,1,amplitude,-0.4856135601909965
A1,B1,97,-1,amplitude,-1.3080779565505645
A1,B1,98,1,amplitude,0.10457869804378553
A1,B1,99,1,amplitude,0.1331285186771612
A1,B1,2,-1,peak_latency,-1.9931447459762441
A1,B1,3,1,peak_latency,-2.1176847529926377
A1,B1,4,-1,peak_latency,-0.43621861194776157
A1,B1,5,1,peak_latency,-6.57683096646055
A1,B1,6,1,peak_latency,-1.0681462971118358
A1,B1,7,1,peak_latency,1.8374348613541687
A1,B1,8,-1,peak_latency,-0.7351538908545534
A1,B1,9,-1,peak_latency,-0.1849819820631038
A1,B1,10,-1,peak_latency,-0.864243543089684
A1,B1,11,1,peak_latency,0.3763243666437718
A1,B1,12,-1,peak_latency,-0.1381078868003793
A1,B1,13,1,peak_latency,-0.7489940576425352
A1,B1,15,-1,peak_latency,-0.2165597323267395
A1,B1,16,1,peak_latency,0.5080996910221839
A1,B1,17,-1,peak_latency,0.49577394648858764
A1,B1,24,1,peak_latency,-0.4922130068581832
A1,B1,25,1,peak_latency,5.790598679281631
A1,B1,26,1,peak_latency,0.46371977211411103
A1,B1,27,1,peak_latency,1.4726579375549382
A1,B1,28,1,peak_latency,1.0155236679793487
A1,B1,29,1,peak_latency,-0.28744947219816425
A1,B1,30,-1,peak_latency,-2.4366865034090384
A1,B1,31,1,peak_latency,1.4408003727545984
A1,B1,32,-1,peak_latency,-2.762244318822129
A1,B1,33,-1,peak_latency,1.4679713642148113
A1,B1,34,1,peak_latency,-0.9244720494835706
A1,B1,35,-1,peak_latency,2.815550732279665
A1,B1,37,-1,peak_latency,2.6914615820029058
A1,B1,44,1,peak_latency,-1.3481131659522987
A1,B1,45,1,peak_latency,0.41557234429618545
A1,B1,46,-1,peak_latency,1.815746987399826
A1,B1,47,-1,peak_latency,-4.144727172535026
A1,B1,48,1,peak_latency,0.143977436659271
A1,B1,49,1,peak_latency,2.987612201470872
A1,B1,50,-1,peak_latency,5.448937758818221
